anime_id,name,genre,type,episodes,rating,members
11193,Shinsetsu Kachikachi Yama,"Action, Fantasy, Historical",Movie,1,5.23,147
11194,Shoujo-tachi wa Kouya wo Mezasu,School,TV,12,6.45,60452
11195,Owari no Seraph: Nagoya Kessen-hen - Owaranai Seraph - Nagoya Kessen-hen,"Comedy, Parody, Shounen",Special,4,7.36,11400
11196,PriPara Movie: Mi~nna no Akogare♪ Let&#039;s Go☆Prix Paris,"Music, School, Shoujo, Slice of Life",Movie,1,7.2,502
11197,Mini Hama: Minimum Hamatora Movies,"Comedy, Mystery, School, Super Power",Movie,2,6.35,833
11198,Monchhichiisu,Kids,TV,20,4.8,39
11199,White Tree,"Music, Romance",Music,1,5.18,104
11200,Kashikokimono,Music,Movie,1,4.93,121
11201,Phantom of the Kill: Zero kara no Hangyaku,"Action, Adventure, Fantasy",Movie,1,6.39,4893
11202,Koukaku no Pandora: Ghost Urn,"Action, Comedy, Ecchi, Sci-Fi",Movie,1,6.86,3327
11203,Full Metal Panic! IV,"Action, Mecha, Military",TV,Unknown,,5098
11204,JoJo no Kimyou na Bouken: Diamond wa Kudakenai,"Action, Adventure, Comedy, Drama, Shounen, Supernatural",TV,39,8.57,74074
11205,Alice in Dreamland,"Adventure, Fantasy",Movie,1,5.25,595
11206,Shooting Hero,"Kids, Music, Sports",Music,1,4.92,46
11207,Sora no Arawashi,"Action, Drama",Movie,1,6.17,51
11208,Kono Bijutsubu ni wa Mondai ga Aru!,"Comedy, Romance, School",TV,12,7.5,69088
11209,New Game!,"Comedy, Slice of Life",TV,12,7.81,91932
11210,Boku no Hero Academia,"Action, Comedy, School, Shounen, Super Power",TV,13,8.36,282002
11211,Ba La La Xiao Mo Xian Zhi: Qiji Wubu,"Comedy, Magic, Shoujo",TV,52,4.77,141
11212,Sword Gai,"Action, Seinen, Supernatural",ONA,1,5.8,210
11213,Dog Days&#039;&#039;: Gravure Talk,"Comedy, Fantasy",Special,4,6.48,748
11214,Ojiichan ga Nokoshite Kureta Mono: Moetemo Moenai? Moenikui!,Slice of Life,OVA,1,5.5,46
11215,Tang Lang Bu Chan,Historical,Movie,1,5.9,112
11216,Mobile Suit Gundam Thunderbolt,"Action, Drama, Mecha, Military, Sci-Fi, Space",ONA,4,8,14419
11217,Hanabi,"Drama, Music, Romance, Slice of Life",Music,1,6.1,162
11218,Crayon Shin-chan Movie 24: Bakusui! Yumemi World Dai Totsugeki,"Comedy, Kids, Shounen",Movie,1,7.3,320
11219,Okusama ga Seitokaichou! OVA,"Comedy, Ecchi, Romance, Shounen",OVA,1,6.88,13602
11220,Lupin Shanshei Pilot,"Comedy, Parody",Special,1,5.5,171
11221,Hibike! Euphonium 2,"Drama, Music, School",TV,13,8.25,47716
11222,Hibike! Euphonium Movie: Kitauji Koukou Suisougaku-bu e Youkoso,"Music, School",Movie,1,7.42,8349
11223,Yami Shibai 3rd Season,"Dementia, Horror, Supernatural",TV,13,6.25,10557
11224,Kowaremono The Animation,"Hentai, School",OVA,1,6.35,1914
11225,Hetalia: The World Twinkle Extra Disc,"Comedy, Historical, Parody",OVA,1,7.71,2152
11226,Detective Conan Movie 20: The Darkest Nightmare,"Action, Mystery, Police, Shounen",Movie,1,8.32,6229
11227,"Eikoku Ikka, Nihon wo Taberu: English Ikka, Shougatsu wo Taberu","Comedy, Slice of Life",Special,1,6.46,95
11228,Hakuouki: Otogisoushi,"Fantasy, Historical, Josei, Samurai",TV,13,6.71,2791
11229,Utakata Overdrive,"Fantasy, Music",OVA,1,,649
11230,Oshiete! Galko-chan,"Comedy, School, Slice of Life",TV,12,7.15,45778
11231,Shimajirou to Ehon no Kuni,"Action, Comedy, Fantasy, Kids",Movie,1,8,58
11232,Ajin OVA,"Action, Horror, Mystery, Seinen, Supernatural",OVA,3,7.68,15613
11233,Secret Journey,"Comedy, Fantasy, Hentai, Supernatural, Yaoi",OVA,Unknown,6.46,2349
11234,Bubuki Buranki,"Action, Drama, Mecha, Sci-Fi",TV,12,6.47,44978
11235,Osomatsu-san Special,"Comedy, Parody",Special,1,7.59,5005
11236,MEMORiES MELODiES,Music,Music,1,7.15,699
11237,Leopard Eyes,Music,Music,1,6.62,473
11238,Seikaisuru Kado,,,Unknown,,1797
11239,Soukyuu no Fafner: Dead Aggressor - Exodus Special,"Action, Drama, Mecha, Military, Sci-Fi",Special,1,7.33,472
11240,Show By Rock!! #,"Comedy, Music",TV,12,7.17,8964
11241,Show By Rock!! Short!!,"Comedy, Music",TV,12,6.29,5672
11242,Mori no Densetsu: Dai Ni Gakushou,Fantasy,Movie,1,6.41,251
11243,One Piece: Adventure of Nebulandia,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",Special,1,7.5,9777
11244,Four Seasons: Fuuka to Nanami,Cars,ONA,1,4.52,162
11245,Master of Torque 3,"Action, Sci-Fi",ONA,1,4.83,167
11246,Kyonyuu Hitozuma Onna Kyoushi Saimin,Hentai,OVA,Unknown,7.06,2045
11247,Kimi no Sumu Machi,Comedy,Special,1,6.31,398
11248,Gantz:O,"Action, Drama, Ecchi, Horror, Psychological, Sci-Fi, Seinen, Supernatural",Movie,1,7.34,8569
11249,Otoshidama,"Kids, Music",Music,1,4,39
11250,Sowa Sowa Calendar,"Kids, Music",Music,1,5.78,40
11251,Luck &amp; Logic,"Action, Fantasy",TV,12,6.23,48314
11252,"Watashitachi, Luck Logic-bu!","Comedy, School",TV,12,5.55,1417
11253,Blame! Movie,"Action, Drama, Mecha, Psychological, Sci-Fi, Seinen",Movie,Unknown,,3251
11254,Osomatsu-kun (1988): Appare! Chibita no Onitaiji zansu,Comedy,Special,1,6.29,193
11255,Osomatsu-kun: Iyami wa Hitori Kaze no Naka,"Comedy, Historical",OVA,1,6.4,191
11256,Battle Spirits Shinnen Special,"Action, Game, Kids",Special,1,6.29,109
11257,Juicy Jungle,"Music, Sci-Fi",Music,1,3.56,63
11258,Tanaka-kun wa Itsumo Kedaruge,"Comedy, School, Slice of Life",TV,12,8.1,101335
11259,Reikenzan: Hoshikuzu-tachi no Utage,"Comedy, Fantasy, Magic",TV,12,7.2,30153
11260,Sousei no Onmyouji,"Action, Fantasy, Shounen, Supernatural",TV,50,7.11,128869
11261,Itoshi no Muco OVA,"Comedy, Slice of Life",OVA,1,5.84,154
11262,Digimon Adventure tri. 2: Ketsui,"Action, Adventure, Comedy, Drama",Movie,1,7.77,30684
11263,Gintama: Jump Festa 2015 Special,"Action, Comedy, Historical, Parody, Samurai, Shounen",Special,1,8.15,7923
11264,Kemushi no Boro,Kids,Movie,1,,286
11265,Narara Superboard,"Action, Adventure, Comedy",TV,54,4.83,46
11266,DušaN,"Music, Psychological",Music,1,6.01,419
11267,Takemoto Denki x Peeping Life,"Comedy, Slice of Life",ONA,1,4.22,85
11268,Peeping Life x Kaijuu Sakaba Kaiji: Kaijuu-tachi ga Iru Tokoro,"Comedy, Slice of Life, Supernatural",OVA,10,4,93
11269,Toshi Souzou Gakubu Shoukai,Slice of Life,ONA,Unknown,5.92,127
11270,Peeping Life: The Perfect Extension Specials,"Comedy, Slice of Life",Special,2,5.7,75
11271,Peeping Life: TV Asahi Josei Announcer Collab,"Comedy, Slice of Life",Special,1,4.67,83
11272,Peeping Life x Kids Station,"Comedy, Slice of Life",Special,3,4.08,77
11273,PS3® no Tsukai Kata: feat.Peeping Life,"Comedy, Slice of Life",OVA,6,5.08,93
11274,Tatsunoko Pro x Peeping Life,"Comedy, Slice of Life",ONA,2,5,75
11275,Ai to Shi,Action,Special,1,5,69
11276,Senki Zesshou Symphogear GX: Believe in Justice and Hold a Determination to Fist. Specials,"Action, Music, Sci-Fi",Special,4,6.88,1363
11277,Closers: Side Blacklambs,"Fantasy, Game",ONA,12,,2306
11278,Mahou Shoujo Madoka★Magica: Concept Movie,"Drama, Magic, Psychological, Thriller",Movie,1,6.99,5452
11279,Mobile Suit Gundam-san: Bouya Dakara sa,"Comedy, Mecha, Parody",Special,1,5.57,197
11280,Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Action, Comedy, Fantasy, Magic, Music, Shoujo",Movie,1,7.04,699
11281,Obaachan no Takaramono,"Kids, Music",Music,1,4.5,39
11282,Tenkousei wa Uchuujin,"Kids, Music",Music,1,4.09,57
11283,Ange Vierge,"Adventure, Fantasy, Magic, School",TV,12,6.16,21934
11284,"The iDOLM@STER Cinderella Girls: Anytime, Anywhere with Cinderella.","Comedy, Drama, Music",Special,1,7.41,2602
11285,Shounen Maid,"Comedy, Shoujo, Slice of Life",TV,12,7.43,30363
11286,Mob Psycho 100,"Action, Comedy, Slice of Life, Supernatural",TV,12,8.55,193716
11287,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,"Sci-Fi, Thriller",Special,1,8.34,38147
11288,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,"Action, Horror, Mystery, Psychological",TV,12,7.87,83343
11289,Omoi no Kakera,Slice of Life,Special,1,6.65,2301
11290,Okitegami Kyouko no Bibouroku x Monogatari,Supernatural,ONA,1,5.77,1771
11291,Junjou Shoujo Et Cetera Specials,Hentai,Special,2,6.42,254
11292,Kaijuu Sakaba Kanpai! Specials,Comedy,Special,13,4.6,48
11293,Kimi ni Maji Kyun!,"Magic, Music, Romance, School",OVA,1,6.42,1801
11294,Ensemble Stars!,"Music, Shoujo",TV,Unknown,,3317
11295,Koukaku no Pandora,"Action, Comedy, Ecchi, Sci-Fi",TV,12,6.66,25545
11296,High School DxD BorN: Yomigaeranai Fushichou,"Action, Comedy, Demons, Ecchi, Harem, Romance, School",OVA,1,7.66,22497
11297,Choujikuu Seiki Orguss Memorial,"Action, Adventure, Mecha, Romance, Sci-Fi, Shounen",OVA,2,6.43,64
11298,Raldessia Chronicles,"Action, Adventure",ONA,1,5.03,81
11299,Robocar Poli 2,"Cars, Kids, Police",TV,26,5.45,45
11300,Youkai Watch Movie 3: Soratobu Kujira to Double Sekai no Daibouken da Nyan!,"Comedy, Kids, Supernatural",Movie,1,,237
11301,Mako-chan no Koutsuu Anzen,"Drama, Kids",Movie,1,3.77,39
11302,Onpu,"Kids, Music",Movie,1,5.1,43
11303,Shuugou no Kangae,"Dementia, Kids",Movie,1,3.21,55
11304,Inemuri Buu-chan,Kids,Movie,1,4.11,53
11305,Teekyuu 7,"Comedy, Shounen, Sports",TV,12,6.82,5990
11306,Ojiichan no Komoriuta,"Kids, Music",Music,1,4.78,37
11307,Xi You Ji,"Adventure, Fantasy",TV,52,8.07,89
11308,MitchiriNeko March,Music,Music,1,6.37,126
11309,Burutabu-chan,"Comedy, Fantasy, Magic",TV,Unknown,5,37
11310,"Watashi wa, Kairaku Izonshou",Hentai,OVA,Unknown,6.32,1569
11311,Shinsei Futanari Idol: Dekatamakei!,Hentai,OVA,2,6.84,1804
11312,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku Kara Picture Drama,"Comedy, Ecchi, Military",Special,1,7.08,2188
11313,Kuromukuro,"Action, Mecha, Sci-Fi",TV,26,7.35,46323
11314,Tekkon Kinkreet Pilot,"Action, Adventure, Psychological, Supernatural",Special,1,5.2,345
11315,Masamune Datenicle,"Action, Historical, Samurai, Super Power",ONA,Unknown,6.16,846
11316,Mirai e no Kakehashi: Bridge for Future,Slice of Life,ONA,6,5.18,282
11317,Japonese,Comedy,Movie,1,6.67,35
11318,Ama Gli Animali,Kids,Movie,1,5.67,37
11319,Ijigen Gattai Mojibakeru Z,"Game, Kids",ONA,1,5.35,59
11320,Ashita Kirarin,"Drama, Kids",OVA,1,6.45,59
11321,Mahou no Tenshi Creamy Mami: Zutto Kitto Motto,"Fantasy, Magic, Music, Romance, School, Sci-Fi, Shoujo",Music,1,5.96,129
11322,Mahou no Tenshi Creamy Mami no Otogibanashi,"Fantasy, Magic, Shoujo",Special,1,5.05,97
11323,Mahou no Tenshi Creamy Mami: Perfect Memory,"Parody, Shoujo, Slice of Life",OVA,1,5,95
11324,Renai Boukun,"Comedy, Romance, School, Supernatural",TV,Unknown,,4558
11325,Dear Brave,"Music, Romance",Music,1,6.38,522
11326,Kowaremono: Risa The Animation,Hentai,OVA,1,6.49,2103
11327,Koyomimonogatari,"Comedy, Mystery, Supernatural",ONA,12,7.77,45632
11328,Xiyue Qi Tong,"Action, Adventure, Fantasy",Movie,1,4.78,45
11329,Xiyue Qi Tong (2006),"Action, Adventure, Fantasy",Movie,1,5.38,43
11330,Dies Irae,"Action, Magic, Super Power",TV,Unknown,,5363
11331,Ketsuekigata-kun! 4,Comedy,TV,12,6.55,1119
11332,Nar Doma Special,Comedy,Special,1,8,71
11333,Nar Doma Manner Movie,Comedy,Movie,1,3.67,65
11334,Kimi no Na wa.,"Drama, Romance, School, Supernatural",Movie,1,9.37,200630
11335,Shokugeki no Souma: Ni no Sara,"Ecchi, School, Shounen",TV,13,8.5,185015
11336,Kanamewo,"Drama, Romance, Shoujo Ai, Supernatural",ONA,1,6.79,3581
11337,Jingle,Fantasy,ONA,1,4.8,214
11338,Anison Nippon,"Action, Sci-Fi",ONA,1,5.4,209
11339,Kakegae no,Drama,ONA,1,5.27,103
11340,Kerorinpasu,Music,ONA,1,5.02,98
11341,Ai (ONA),Romance,ONA,1,3.6,332
11342,Ai Sky Tree 21,Action,ONA,1,5,137
11343,Present Made no Michinori,"Action, Music",ONA,1,5.19,178
11344,Nakanaori,"Action, Samurai",ONA,1,4.85,192
11345,Active Raid: Kidou Kyoushuushitsu Dai Hachi Gakari 2nd,"Comedy, Mecha, Police, Sci-Fi",TV,12,6.58,10517
11346,Rilu Rilu Fairilu: Yousei no Door,"Fantasy, Magic",TV,Unknown,6.36,1293
11347,Tabi Machi Late Show,Drama,TV,4,6.27,5430
11348,"Letchu, Getchu, Saru Getchu Episode 0",Comedy,Special,1,3.52,54
11349,Beautiful World,"Action, Drama, Mecha, Music, Sci-Fi",Music,1,6.62,1215
11350,Concrete Revolutio: Choujin Gensou - The Last Song,"Action, Demons, Drama, Fantasy, Mystery, Sci-Fi, Super Power, Supernatural",TV,11,7.23,16116
11351,Lupin III (2015): Italian Game,"Action, Adventure, Comedy, Shounen",Special,1,6.79,993
11352,Futari wa 80-sai,"Kids, Music",Music,1,4.67,43
11353,Aishen Qiaokeli-ing...,"Comedy, Harem, Romance, School",ONA,15,7.33,11936
11354,Major 2nd,"Shounen, Sports",Special,1,6.65,458
11355,Yes! BanG_Dream!,Music,Music,1,6.06,353
11356,Subarashii Sekai,"Fantasy, Music",Music,1,6.15,165
11357,Nana-iro Megane,Music,Music,1,5.4,90
11358,Celebration and Chorale,Music,Movie,1,5.28,93
11359,makemagic,"Fantasy, Music",Music,1,5.52,178
11360,Hot Minute: Gudetama,"Comedy, Kids",Special,1,6.1,213
11361,Bonobono (2016),Comedy,TV,Unknown,6.16,760
11362,Toshi Densetsu Series,Hentai,OVA,Unknown,7.44,4447
11363,Pokemon XY&amp;Z: Subete no Nazo wo Tokiakase!,"Action, Adventure, Fantasy, Kids",Special,1,6.67,1043
11364,Qualidea Code,"Action, Magic, Supernatural",TV,12,6.71,56854
11365,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,"Action, Comedy, Martial Arts, Shounen, Super Power",Special,1,7.68,16868
11366,Gintama°: Aizome Kaori-hen,"Comedy, Parody",OVA,2,8.69,16947
11367,Silk Road Shounen Yuuto: Toki wo Kakeru Shounen Yuuto no Hyouryuu Nikki,"Adventure, Fantasy, Historical",Special,1,5.75,47
11368,D.Gray-man Hallow,"Action, Demons, Shounen, Super Power",TV,13,8.01,72499
11369,Kindaichi Shounen no Jikenbo Returns 2nd Season: Akechi Keibu no Jikenbo,"Mystery, Shounen",Special,1,7.04,625
11370,Azure Nihon Data Center,Action,ONA,1,5.33,350
11371,Berserk (2016),"Action, Adventure, Demons, Drama, Fantasy, Horror, Military, Romance, Seinen, Supernatural",TV,12,6.81,90817
11372,Kono Subarashii Sekai ni Shukufuku wo! OVA,"Comedy, Fantasy",OVA,1,7.81,46823
11373,"Wake Up, Girls! no Miyagi PR Yarasete Kudasai!",Drama,Special,1,6.1,535
11374,Osomatsu-san Short Film Series,"Comedy, Parody",Special,8,6.73,3051
11375,The New A-Class.: Next Stage with YOU,"Cars, Music",ONA,1,5.24,342
11376,Project HAL,"Action, Mecha",ONA,3,5.96,201
11377,Undouki Kenshin Manual Taiou Taisou,Kids,Special,1,2.72,53
11378,Sagaken wo Meguru Animation,Slice of Life,Movie,2,6.24,535
11379,KochinPa!,Comedy,TV,12,4.94,529
11380,Mim Mam Mint,Comedy,TV,Unknown,4.1,228
11381,Marshmallow★Imouto★Succubus★,Hentai,OVA,Unknown,6.87,2211
11382,Clockwork Planet,"Fantasy, Sci-Fi",TV,Unknown,,3999
11383,"Kinyoru, Abe Reiji: Heikinteki na Salaryman no Ijou na Nichijou (ONA)","Cars, Comedy",ONA,2,4.31,75
11384,Shinmai Maou no Testament Burst Specials,"Comedy, Demons, Ecchi",Special,5,7.06,3495
11385,Dimension W: W no Tobira Online,"Sci-Fi, Seinen",Special,Unknown,7.4,4799
11386,Kigyou Senshi Arslan,"Comedy, Parody",ONA,6,6.51,2323
11387,Garo: Honoo no Kokuin - Home,"Action, Demons, Fantasy, Magic, Supernatural",Special,1,6.88,2139
11388,Chibinacs,Comedy,TV,25,5.5,39
11389,Chibinacs 2.0,Comedy,TV,25,4.33,36
11390,Chibinacs 3,Comedy,TV,25,4.43,36
11391,Ken-chan,"Kids, Music",Music,1,4.75,37
11392,Aikodesho,"Kids, Music",Music,1,4.18,55
11393,Doukyuusei,"Kids, Music",Music,1,5.83,116
11394,Pretty x Cation The Animation,Hentai,OVA,2,7.2,2636
11395,Kodanuki Ponpo,"Kids, Music",Music,1,4.86,62
11396,Mayoiga,"Drama, Horror, Mystery, Psychological",TV,12,5.8,117090
11397,MONSTER GENERATiON,Music,Music,1,6.66,468
11398,Nora to Oujo to Noraneko Heart,"Comedy, Ecchi",TV,Unknown,,2181
11399,Kirin Ashita no Calendar,"Historical, Kids",TV,1306,6.43,59
11400,Usakame,"Comedy, Shounen, Sports",TV,12,5.89,5941
11401,Gekidol,Music,,Unknown,,586
11402,Mitsuami no Kamisama,"Drama, Seinen, Slice of Life",Movie,1,7.16,465
11403,Under the Dog: Anthea-chan,"Action, Comedy, Parody",ONA,1,4.62,2390
11404,Nirvana,Music,Music,1,7.06,1760
11405,Okoru yo!,"Kids, Music",Music,1,5,37
11406,Kabocha no Oji-san,"Kids, Music",Music,1,4.75,38
11407,Minami no Kuni kara Kita Tegami,"Kids, Music",Music,1,5.8,43
11408,Love Live! Kouhaku Special Anime,Music,Special,1,6.59,1291
11409,Cheer Danshi!!,"School, Sports",TV,12,7,29219
11410,A-Size Classmate,Hentai,OVA,2,5.94,2209
11411,Prison School OVA,"Comedy, Ecchi, Romance, School, Seinen",OVA,1,7.73,30887
11412,Kanojo to Kanojo no Neko: Everything Flows,"Psychological, Romance, Slice of Life",TV,4,7.75,38765
11413,Days (TV),"School, Shounen, Sports",TV,24,7.09,49219
11414,BlazBlue: Alter Memory Specials,Comedy,Special,6,6.54,952
11415,"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",Ecchi,Special,1,6.37,372
11416,Girls und Panzer: Nihon Senshadou Renmei News,Comedy,Special,2,6.69,1134
11417,Shoujo kara Shoujo e...,Hentai,OVA,Unknown,7.08,1964
11418,Super Mario World: Mario to Yoshi no Bouken Land,"Comedy, Game, Kids",OVA,1,6.02,163
11419,Love Live! Sunshine!!,"Music, School, Slice of Life",TV,13,7.63,45246
11420,Monkey King: Hero Is Back,"Adventure, Fantasy, Historical, Martial Arts, Supernatural",Movie,1,7.08,499
11421,Sakamoto desu ga?,"Comedy, School, Seinen",TV,12,7.67,171452
11422,Lu Shidai 2nd Season,"Action, Adventure, Comedy, Game, Parody",ONA,13,7.31,740
11423,Non Non Biyori Repeat OVA,"Comedy, School, Seinen, Slice of Life",OVA,1,7.86,9729
11424,Imawa no Kuni no Alice,Action,ONA,1,6.25,824
11425,Digimon Adventure tri. 3: Kokuhaku,"Action, Adventure, Comedy, Drama",Movie,1,8.13,20989
11426,Nisekoi: OVA,"Comedy, Harem, Romance, School, Shounen",OVA,2,7.12,17022
11427,Stella no Mahou,"Comedy, School, Slice of Life",TV,12,6.83,15397
11428,Zombie Clay Animation: I&#039;m Stuck!!,"Comedy, Horror",ONA,4,4.33,72
11429,Ryuuzou to Shichinin no Kobun-tachi x Frogman,Comedy,ONA,5,4.29,41
11430,Hai to Gensou no Grimgar Special,Comedy,Special,1,6.62,18358
11431,Starry Tales: Seiza wa Toki wo Koete,"Fantasy, Space",Movie,1,6.13,286
11432,Tokiwa Kitareri!!,"Action, Magic, Shounen",Special,1,5.83,176
11433,Noblesse: Pamyeol-ui Sijak,"Action, Adventure, Supernatural",OVA,1,7.59,12418
11434,Kamiwaza Wanda,"Kids, Sci-Fi",TV,Unknown,5.29,316
11435,Shounen Ashibe: Go! Go! Goma-chan,"Comedy, Slice of Life",TV,Unknown,5.94,1625
11436,Neko Neko Nihonshi,"Historical, Parody",TV,Unknown,5.9,612
11437,Kekkai Sensen: Ousama no Restaurant no Ousama,"Action, Fantasy, Shounen, Super Power, Supernatural, Vampire",OVA,1,7.43,9335
11438,Uniminipet,"Adventure, Fantasy",TV,26,6.75,35
11439,Gaza: Changing the World,"Drama, Supernatural",ONA,1,5.14,94
11440,Duel Masters VSRF,"Action, Adventure, Comedy, Shounen",TV,Unknown,5.13,460
11441,Sense Honma ni Honma,"Kids, Music, School",Music,1,4.18,67
11442,Telemonster,Adventure,TV,Unknown,8.5,32
11443,Shoujo Ramune,Hentai,OVA,2,7.54,2811
11444,Meow no Hoshi,Drama,OVA,1,5.58,212
11445,Taeng-gu &amp; Ulasyong,"Action, Comedy, Mecha",TV,26,4,38
11446,The Snack World,"Adventure, Comedy, Fantasy, Kids",Movie,1,4.64,84
11447,Seisen Cerberus: Ryuukoku no Fatalités,"Adventure, Fantasy",TV,13,5.8,49394
11448,The Snack World (TV),"Adventure, Comedy, Fantasy, Kids",TV,Unknown,,107
11449,Tsukushi no Iwai,Historical,OVA,1,6.5,37
11450,Kanojo wa Zombie,"Music, Romance",Music,1,6.11,387
11451,12-sai.: Chicchana Mune no Tokimeki,"Romance, School, Shoujo",TV,12,6.69,12768
11452,Okusama ga Seitokaichou!+!,"Comedy, Ecchi, Romance, School, Shounen",TV,12,7.17,37570
11453,Onigiri,"Comedy, Fantasy, Supernatural",TV,13,5.47,15364
11454,Gi(a)rlish Number,Slice of Life,TV,12,7.11,35072
11455,Endride,"Adventure, Fantasy",TV,24,5.79,38223
11456,Sinbad: Soratobu Hime to Himitsu no Shima Pilot,Adventure,Special,1,5.29,159
11457,Elsword: El Lady,"Action, Fantasy",ONA,12,8.11,3846
11458,Youjo Senki,"Magic, Military",TV,Unknown,,6652
11459,Hietsuki Bushi,"Fantasy, Music, Sci-Fi",Music,1,5.79,103
11460,Koinaka: Koinaka de Hatsukoi x Nakadashi Sexual Life The Animation,Hentai,OVA,1,7.12,2561
11461,Pokopon no Yukai na Saiyuuki,"Adventure, Fantasy, Kids, Magic, Martial Arts",Movie,1,5.57,35
11462,Hello Kitty no Oyayubi-hime,"Adventure, Fantasy, Kids",Movie,1,5.14,41
11463,Kasa Jizou,"Fantasy, Historical",Movie,1,4.43,40
11464,Okusama ga Seitokaichou! OVA: Okusama Gekijou,"Comedy, Shounen",Special,7,6.79,2572
11465,Kozaru no Buranko,Kids,Movie,1,4.95,60
11466,Shaka no Shougai,Historical,Movie,1,9,31
11467,Columbus no Daibouken,Historical,OVA,1,6.5,35
11468,Subarashii Sekai Ryokou: New York Tabi &quot;Computopia Seireki Nisennen no Monogatari&quot;,Sci-Fi,Special,2,8,35
11469,Coral no Tanken,"Adventure, Kids, Music",TV,50,6.14,54
11470,Nowisee,Music,Music,24,7.64,560
11471,Okusama ga Seitokaichou!: Okusama Gekijou,"Comedy, Shounen",Special,12,7.04,4250
11472,Hokori Inu no Hanashi,,ONA,1,4.36,51
11473,Usawaltz,"Dementia, Music",ONA,1,4.67,60
11474,Usaband,Music,ONA,1,4.32,41
11475,Yanesenondo,Music,ONA,1,4.07,59
11476,Yaseruyagi,,ONA,1,3.42,30
11477,Hi no Tori: Reimei-hen,"Adventure, Drama, Fantasy, Historical",Movie,1,7.44,68
11478,Tsuzuki wo Kangaeru Monogatari,Drama,Special,4,5.43,39
11479,Handa-kun,"Comedy, Shounen, Slice of Life",TV,12,7.46,69621
11480,Petit Petit Muse,"Cars, Horror, Kids",TV,26,8.14,78
11481,Tama &amp; Friends: Uchi no Tama Shirimasenka?,"Adventure, Kids",TV,Unknown,6.67,73
11482,Bananya,"Comedy, Kids, Slice of Life",TV,13,6.83,23724
11483,Historical,"Adventure, Historical",ONA,Unknown,5.58,202
11484,Oniku Daisuki! Zeushi-kun: Suteki na Hamburger,Comedy,ONA,1,4.31,63
11485,Baka na Imouto wo Rikou ni Suru no wa Ore no xx dake na Ken ni Tsuite,Hentai,OVA,4,7.24,3965
11486,Noblesse: Awakening,"Action, School, Supernatural, Vampire",ONA,1,7.72,28864
11487,Battle Spirits: Double Drive,"Action, Kids",TV,Unknown,6.46,515
11488,Udon no Kuni no Kiniro Kemari,"Fantasy, Seinen, Slice of Life",TV,12,7.66,33885
11489,Sore Ike! Anpanman: Omocha no Hoshi no Nanda to Runda,"Comedy, Fantasy, Kids",Movie,1,7.25,72
11490,Uchuu Patrol Luluco,"Action, Adventure, Comedy, Space",TV,13,7.7,50236
11491,Kagewani: Shou,"Horror, Mystery, Supernatural, Thriller",TV,13,6.54,11052
11492,Suki na Mono wa Suki Dakara Shou ga Nai!!: Onsen ni Ikou!,"Comedy, School, Shoujo, Shounen Ai, Slice of Life",Special,1,6.51,814
11493,Keijo!!!!!!!!,"Ecchi, Shounen, Sports",TV,12,7.22,83438
11494,Flowering Heart,"Kids, Magic",TV,26,5.24,291
11495,Kitakaze to Taiyou,Kids,Movie,1,4.56,48
11496,Match Shoujo,,ONA,1,6.02,242
11497,Fukigen na Mononokean,"Comedy, Supernatural",TV,13,7.46,44786
11498,Ozmafia!!,"Fantasy, Harem, Historical, Romance, Shoujo",TV,12,5.46,10290
11499,Monster Musume no Iru Nichijou OVA,"Comedy, Ecchi, Fantasy, Harem, Romance, Seinen",OVA,2,7.52,13248
11500,Minions x Godzilla x Toho Cinema Collaboration Tokubetsu Eizou,Comedy,Special,1,5.75,123
11501,Heart Realize,Music,Music,1,7.09,1626
11502,Jewelpet: Attack Chance!?,"Comedy, Fantasy, Magic, Shoujo",ONA,Unknown,5.89,234
11503,Original C-V-P Momoko,Hentai,OVA,2,4,66
11504,Nihon no Otogibanashi,"Demons, Fantasy, Historical, Kids, Magic, Samurai, Supernatural",OVA,29,4.67,36
11505,Aikatsu Stars!,"Music, School, Shoujo, Slice of Life",TV,Unknown,7.17,4485
11506,Sensou no Tsukurikata,"Drama, Kids",ONA,1,6.62,97
11507,Orange,"Drama, Romance, School, Sci-Fi, Shoujo",TV,13,7.78,165358
11508,Love Live! x Watering KissMint Collaboration CM,Music,Special,1,6.73,1729
11509,Teo the Magic Planet Pilot,"Adventure, Fantasy",Special,1,4.27,42
11510,ZIP! x Peeping Life TV: Cool Japan Saizensen,"Comedy, Slice of Life",ONA,5,5.38,60
11511,"Satto Anshin, SAT x Peeping Life","Comedy, Slice of Life",ONA,3,4.07,66
11512,Persona 3 the Movie Meets “Walkman”,Drama,ONA,1,5.91,937
11513,Pepsi Nex x 009 Re:Cyborg,"Action, Comedy",Movie,3,5.27,135
11514,009 Re:Cyborg x Zip,"Comedy, Super Power",ONA,10,5.68,198
11515,Calbee Hitokuchi Gekijou,"Comedy, Slice of Life",Special,18,4.38,46
